email,name,attribs
mairiefontainelesclercs@gmail.com,FONTAINE-LÈS-CLERCS,"{""nom_commune"": ""FONTAINE-LÈS-CLERCS"", ""departement_numero"": ""2"", ""zipcode"": ""02680"", ""population_commune"": ""284"", ""code_insee"": ""2320"", ""city"": ""FONTAINE-LÈS-CLERCS"", ""state"": ""AISNE""}"
mairie.fontaine.les.vervins@wanadoo.fr,FONTAINE-LÈS-VERVINS,"{""nom_commune"": ""FONTAINE-LÈS-VERVINS"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""984"", ""code_insee"": ""2321"", ""city"": ""FONTAINE-LÈS-VERVINS"", ""state"": ""AISNE""}"
mairie.fontaine-notre-dame0085@orange.fr,FONTAINE-NOTRE-DAME,"{""nom_commune"": ""FONTAINE-NOTRE-DAME"", ""departement_numero"": ""2"", ""zipcode"": ""02110"", ""population_commune"": ""382"", ""code_insee"": ""2322"", ""city"": ""FONTAINE-NOTRE-DAME"", ""state"": ""AISNE""}"
accueil@ville-de-fontainenotredame-59.fr,FONTAINE-NOTRE-DAME,"{""nom_commune"": ""FONTAINE-NOTRE-DAME"", ""departement_numero"": ""59"", ""zipcode"": ""59400"", ""population_commune"": ""382"", ""code_insee"": ""2322"", ""city"": ""FONTAINE-NOTRE-DAME"", ""state"": ""AISNE""}"
mairiedefontaineuterte@wanadoo.fr,FONTAINE-UTERTE,"{""nom_commune"": ""FONTAINE-UTERTE"", ""departement_numero"": ""2"", ""zipcode"": ""02110"", ""population_commune"": ""128"", ""code_insee"": ""2323"", ""city"": ""FONTAINE-UTERTE"", ""state"": ""AISNE""}"
commune.fontenelle@orange.fr,FONTENELLE,"{""nom_commune"": ""FONTENELLE"", ""departement_numero"": ""2"", ""zipcode"": ""02170"", ""population_commune"": ""283"", ""code_insee"": ""2324"", ""city"": ""FONTENELLE"", ""state"": ""AISNE""}"
mairie.fontenelle21@orange.fr,FONTENELLE,"{""nom_commune"": ""FONTENELLE"", ""departement_numero"": ""21"", ""zipcode"": ""21610"", ""population_commune"": ""283"", ""code_insee"": ""2324"", ""city"": ""FONTENELLE"", ""state"": ""AISNE""}"
mairie.fontenelle90@wanadoo.fr,FONTENELLE,"{""nom_commune"": ""FONTENELLE"", ""departement_numero"": ""90"", ""zipcode"": ""90340"", ""population_commune"": ""283"", ""code_insee"": ""2324"", ""city"": ""FONTENELLE"", ""state"": ""AISNE""}"
mairie.fontenoy@wanadoo.fr,FONTENOY,"{""nom_commune"": ""FONTENOY"", ""departement_numero"": ""2"", ""zipcode"": ""02290"", ""population_commune"": ""484"", ""code_insee"": ""2326"", ""city"": ""FONTENOY"", ""state"": ""AISNE""}"
mairie-fontenoy@orange.fr,FONTENOY,"{""nom_commune"": ""FONTENOY"", ""departement_numero"": ""89"", ""zipcode"": ""89520"", ""population_commune"": ""484"", ""code_insee"": ""2326"", ""city"": ""FONTENOY"", ""state"": ""AISNE""}"
communedeforeste@wanadoo.fr,FORESTE,"{""nom_commune"": ""FORESTE"", ""departement_numero"": ""2"", ""zipcode"": ""02590"", ""population_commune"": ""180"", ""code_insee"": ""2327"", ""city"": ""FORESTE"", ""state"": ""AISNE""}"
mairiedefossoy@wanadoo.fr,FOSSOY,"{""nom_commune"": ""FOSSOY"", ""departement_numero"": ""2"", ""zipcode"": ""02650"", ""population_commune"": ""571"", ""code_insee"": ""2328"", ""city"": ""FOSSOY"", ""state"": ""AISNE""}"
mairie.fourdrain@wanadoo.fr,FOURDRAIN,"{""nom_commune"": ""FOURDRAIN"", ""departement_numero"": ""2"", ""zipcode"": ""02870"", ""population_commune"": ""409"", ""code_insee"": ""2329"", ""city"": ""FOURDRAIN"", ""state"": ""AISNE""}"
mairie.de.francilly@wanadoo.fr,FRANCILLY-SELENCY,"{""nom_commune"": ""FRANCILLY-SELENCY"", ""departement_numero"": ""2"", ""zipcode"": ""02760"", ""population_commune"": ""457"", ""code_insee"": ""2330"", ""city"": ""FRANCILLY-SELENCY"", ""state"": ""AISNE""}"
mairie.franqueville1@orange.fr,FRANQUEVILLE,"{""nom_commune"": ""FRANQUEVILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""128"", ""code_insee"": ""2331"", ""city"": ""FRANQUEVILLE"", ""state"": ""AISNE""}"
mairie.franqueville@wanadoo.fr,FRANQUEVILLE,"{""nom_commune"": ""FRANQUEVILLE"", ""departement_numero"": ""27"", ""zipcode"": ""27800"", ""population_commune"": ""128"", ""code_insee"": ""2331"", ""city"": ""FRANQUEVILLE"", ""state"": ""AISNE""}"
mairie.franqueville@laposte.net,FRANQUEVILLE,"{""nom_commune"": ""FRANQUEVILLE"", ""departement_numero"": ""80"", ""zipcode"": ""80620"", ""population_commune"": ""128"", ""code_insee"": ""2331"", ""city"": ""FRANQUEVILLE"", ""state"": ""AISNE""}"
mairiedefresnes@orange.fr,FRESNES,"{""nom_commune"": ""FRESNES"", ""departement_numero"": ""21"", ""zipcode"": ""21500"", ""population_commune"": ""156"", ""code_insee"": ""2333"", ""city"": ""FRESNES"", ""state"": ""AISNE""}"
mairie.fresnes41@orange.fr,FRESNES,"{""nom_commune"": ""FRESNES"", ""departement_numero"": ""41"", ""zipcode"": ""41700"", ""population_commune"": ""156"", ""code_insee"": ""2333"", ""city"": ""FRESNES"", ""state"": ""AISNE""}"
mairie-fresnes@wanadoo.fr,FRESNES,"{""nom_commune"": ""FRESNES"", ""departement_numero"": ""89"", ""zipcode"": ""89310"", ""population_commune"": ""156"", ""code_insee"": ""2333"", ""city"": ""FRESNES"", ""state"": ""AISNE""}"
contact@mairie-fresnoylegrand.fr,FRESNOY-LE-GRAND,"{""nom_commune"": ""FRESNOY-LE-GRAND"", ""departement_numero"": ""2"", ""zipcode"": ""02230"", ""population_commune"": ""3087"", ""code_insee"": ""2334"", ""city"": ""FRESNOY-LE-GRAND"", ""state"": ""AISNE""}"
mairie.fressancourt@wanadoo.fr,FRESSANCOURT,"{""nom_commune"": ""FRESSANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02800"", ""population_commune"": ""207"", ""code_insee"": ""2335"", ""city"": ""FRESSANCOURT"", ""state"": ""AISNE""}"
mairiefrieres-faillouel@wanadoo.fr,FRIÈRES-FAILLOUËL,"{""nom_commune"": ""FRIÈRES-FAILLOUËL"", ""departement_numero"": ""2"", ""zipcode"": ""02700"", ""population_commune"": ""999"", ""code_insee"": ""2336"", ""city"": ""FRIÈRES-FAILLOUËL"", ""state"": ""AISNE""}"
commune.froidestree@orange.fr,FROIDESTRÉES,"{""nom_commune"": ""FROIDESTRÉES"", ""departement_numero"": ""2"", ""zipcode"": ""02260"", ""population_commune"": ""208"", ""code_insee"": ""2337"", ""city"": ""FROIDESTRÉES"", ""state"": ""AISNE""}"
mairie.froidmont-cohartille@wanadoo.fr,FROIDMONT-COHARTILLE,"{""nom_commune"": ""FROIDMONT-COHARTILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02270"", ""population_commune"": ""244"", ""code_insee"": ""2338"", ""city"": ""FROIDMONT-COHARTILLE"", ""state"": ""AISNE""}"
mairie-de-gandelu@wanadoo.fr,GANDELU,"{""nom_commune"": ""GANDELU"", ""departement_numero"": ""2"", ""zipcode"": ""02810"", ""population_commune"": ""679"", ""code_insee"": ""2339"", ""city"": ""GANDELU"", ""state"": ""AISNE""}"
cabinetdumaire@ville-gauchy.fr,GAUCHY,"{""nom_commune"": ""GAUCHY"", ""departement_numero"": ""2"", ""zipcode"": ""02430"", ""population_commune"": ""5406"", ""code_insee"": ""2340"", ""city"": ""GAUCHY"", ""state"": ""AISNE""}"
commune-de-gercy@orange.fr,GERCY,"{""nom_commune"": ""GERCY"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""292"", ""code_insee"": ""2341"", ""city"": ""GERCY"", ""state"": ""AISNE""}"
commune-de-gergny@orange.fr,GERGNY,"{""nom_commune"": ""GERGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02260"", ""population_commune"": ""152"", ""code_insee"": ""2342"", ""city"": ""GERGNY"", ""state"": ""AISNE""}"
mairie.germaine@wanadoo.fr,GERMAINE,"{""nom_commune"": ""GERMAINE"", ""departement_numero"": ""2"", ""zipcode"": ""02590"", ""population_commune"": ""65"", ""code_insee"": ""2343"", ""city"": ""GERMAINE"", ""state"": ""AISNE""}"
mairie-germaine@wanadoo.fr,GERMAINE,"{""nom_commune"": ""GERMAINE"", ""departement_numero"": ""51"", ""zipcode"": ""51160"", ""population_commune"": ""65"", ""code_insee"": ""2343"", ""city"": ""GERMAINE"", ""state"": ""AISNE""}"
mairie.gibercourt02@laposte.net,GIBERCOURT,"{""nom_commune"": ""GIBERCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02440"", ""population_commune"": ""47"", ""code_insee"": ""2345"", ""city"": ""GIBERCOURT"", ""state"": ""AISNE""}"
mairiegizy@wanadoo.fr,GIZY,"{""nom_commune"": ""GIZY"", ""departement_numero"": ""2"", ""zipcode"": ""02350"", ""population_commune"": ""681"", ""code_insee"": ""2346"", ""city"": ""GIZY"", ""state"": ""AISNE""}"
commune-de-gland@wanadoo.fr,GLAND,"{""nom_commune"": ""GLAND"", ""departement_numero"": ""2"", ""zipcode"": ""02400"", ""population_commune"": ""486"", ""code_insee"": ""2347"", ""city"": ""GLAND"", ""state"": ""AISNE""}"
mairie-gland@wanadoo.fr,GLAND,"{""nom_commune"": ""GLAND"", ""departement_numero"": ""89"", ""zipcode"": ""89740"", ""population_commune"": ""486"", ""code_insee"": ""2347"", ""city"": ""GLAND"", ""state"": ""AISNE""}"
mairie.goudelancourt-les-berrieux@orange.fr,GOUDELANCOURT-LÈS-BERRIEUX,"{""nom_commune"": ""GOUDELANCOURT-LÈS-BERRIEUX"", ""departement_numero"": ""2"", ""zipcode"": ""02820"", ""population_commune"": ""59"", ""code_insee"": ""2349"", ""city"": ""GOUDELANCOURT-LÈS-BERRIEUX"", ""state"": ""AISNE""}"
mairiegoud@orange.fr,GOUDELANCOURT-LÈS-PIERREPONT,"{""nom_commune"": ""GOUDELANCOURT-LÈS-PIERREPONT"", ""departement_numero"": ""2"", ""zipcode"": ""02350"", ""population_commune"": ""152"", ""code_insee"": ""2350"", ""city"": ""GOUDELANCOURT-LÈS-PIERREPONT"", ""state"": ""AISNE""}"
mairiegoussancourt@orange.fr,GOUSSANCOURT,"{""nom_commune"": ""GOUSSANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02130"", ""population_commune"": ""114"", ""code_insee"": ""2351"", ""city"": ""GOUSSANCOURT"", ""state"": ""AISNE""}"
mairie.gouy@wanadoo.fr,GOUY,"{""nom_commune"": ""GOUY"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""585"", ""code_insee"": ""2352"", ""city"": ""GOUY"", ""state"": ""AISNE""}"
secretariat.ville.gouy@wanadoo.fr,GOUY,"{""nom_commune"": ""GOUY"", ""departement_numero"": ""76"", ""zipcode"": ""76520"", ""population_commune"": ""585"", ""code_insee"": ""2352"", ""city"": ""GOUY"", ""state"": ""AISNE""}"
mairie.grandlup@wanadoo.fr,GRANDLUP-ET-FAY,"{""nom_commune"": ""GRANDLUP-ET-FAY"", ""departement_numero"": ""2"", ""zipcode"": ""02350"", ""population_commune"": ""314"", ""code_insee"": ""2353"", ""city"": ""GRANDLUP-ET-FAY"", ""state"": ""AISNE""}"
commune.grandrieux@orange.fr,GRANDRIEUX,"{""nom_commune"": ""GRANDRIEUX"", ""departement_numero"": ""2"", ""zipcode"": ""02360"", ""population_commune"": ""89"", ""code_insee"": ""2354"", ""city"": ""GRANDRIEUX"", ""state"": ""AISNE""}"
mairiedegricourt@gmail.com,GRICOURT,"{""nom_commune"": ""GRICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02100"", ""population_commune"": ""904"", ""code_insee"": ""2355"", ""city"": ""GRICOURT"", ""state"": ""AISNE""}"
mairie.grisolles02@gmail.com,GRISOLLES,"{""nom_commune"": ""GRISOLLES"", ""departement_numero"": ""2"", ""zipcode"": ""02210"", ""population_commune"": ""189"", ""code_insee"": ""2356"", ""city"": ""GRISOLLES"", ""state"": ""AISNE""}"
mairie@ville-grisolles82.fr,GRISOLLES,"{""nom_commune"": ""GRISOLLES"", ""departement_numero"": ""82"", ""zipcode"": ""82170"", ""population_commune"": ""189"", ""code_insee"": ""2356"", ""city"": ""GRISOLLES"", ""state"": ""AISNE""}"
mairie.gronard@orange.fr,GRONARD,"{""nom_commune"": ""GRONARD"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""74"", ""code_insee"": ""2357"", ""city"": ""GRONARD"", ""state"": ""AISNE""}"
mairie.grougis@wanadoo.fr,GROUGIS,"{""nom_commune"": ""GROUGIS"", ""departement_numero"": ""2"", ""zipcode"": ""02110"", ""population_commune"": ""390"", ""code_insee"": ""2358"", ""city"": ""GROUGIS"", ""state"": ""AISNE""}"
mairiegrugies@gmail.com,GRUGIES,"{""nom_commune"": ""GRUGIES"", ""departement_numero"": ""2"", ""zipcode"": ""02680"", ""population_commune"": ""1149"", ""code_insee"": ""2359"", ""city"": ""GRUGIES"", ""state"": ""AISNE""}"
accueil-mairie@ville-guise.fr,GUISE,"{""nom_commune"": ""GUISE"", ""departement_numero"": ""2"", ""zipcode"": ""02120"", ""population_commune"": ""5173"", ""code_insee"": ""2361"", ""city"": ""GUISE"", ""state"": ""AISNE""}"
mairie.guivry@wanadoo.fr,GUIVRY,"{""nom_commune"": ""GUIVRY"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""265"", ""code_insee"": ""2362"", ""city"": ""GUIVRY"", ""state"": ""AISNE""}"
mairie.guny@orange.fr,GUNY,"{""nom_commune"": ""GUNY"", ""departement_numero"": ""2"", ""zipcode"": ""02300"", ""population_commune"": ""450"", ""code_insee"": ""2363"", ""city"": ""GUNY"", ""state"": ""AISNE""}"
mairie.de.guyencourt@orange.fr,GUYENCOURT,"{""nom_commune"": ""GUYENCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02160"", ""population_commune"": ""221"", ""code_insee"": ""2364"", ""city"": ""GUYENCOURT"", ""state"": ""AISNE""}"
mairie-hannapes@wanadoo.fr,HANNAPES,"{""nom_commune"": ""HANNAPES"", ""departement_numero"": ""2"", ""zipcode"": ""02510"", ""population_commune"": ""296"", ""code_insee"": ""2366"", ""city"": ""HANNAPES"", ""state"": ""AISNE""}"
mairie.happencourt@wanadoo.fr,HAPPENCOURT,"{""nom_commune"": ""HAPPENCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02480"", ""population_commune"": ""144"", ""code_insee"": ""2367"", ""city"": ""HAPPENCOURT"", ""state"": ""AISNE""}"
mairie@haramont.fr,HARAMONT,"{""nom_commune"": ""HARAMONT"", ""departement_numero"": ""2"", ""zipcode"": ""02600"", ""population_commune"": ""603"", ""code_insee"": ""2368"", ""city"": ""HARAMONT"", ""state"": ""AISNE""}"
mairie.hargicourt@wanadoo.fr,HARGICOURT,"{""nom_commune"": ""HARGICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""565"", ""code_insee"": ""2370"", ""city"": ""HARGICOURT"", ""state"": ""AISNE""}"
mairie@harly.fr,HARLY,"{""nom_commune"": ""HARLY"", ""departement_numero"": ""2"", ""zipcode"": ""02100"", ""population_commune"": ""1697"", ""code_insee"": ""2371"", ""city"": ""HARLY"", ""state"": ""AISNE""}"
mairie.hartennes-et-taux@orange.fr,HARTENNES-ET-TAUX,"{""nom_commune"": ""HARTENNES-ET-TAUX"", ""departement_numero"": ""2"", ""zipcode"": ""02210"", ""population_commune"": ""350"", ""code_insee"": ""2372"", ""city"": ""HARTENNES-ET-TAUX"", ""state"": ""AISNE""}"
mairie-hary@hary.fr,HARY,"{""nom_commune"": ""HARY"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""223"", ""code_insee"": ""2373"", ""city"": ""HARY"", ""state"": ""AISNE""}"
mairielehaucourt@wanadoo.fr,LEHAUCOURT,"{""nom_commune"": ""LEHAUCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""921"", ""code_insee"": ""2374"", ""city"": ""LEHAUCOURT"", ""state"": ""AISNE""}"
commune.hautevesnes@orange.fr,HAUTEVESNES,"{""nom_commune"": ""HAUTEVESNES"", ""departement_numero"": ""2"", ""zipcode"": ""02810"", ""population_commune"": ""159"", ""code_insee"": ""2375"", ""city"": ""HAUTEVESNES"", ""state"": ""AISNE""}"
mairiehauteville@wanadoo.fr,HAUTEVILLE,"{""nom_commune"": ""HAUTEVILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02120"", ""population_commune"": ""165"", ""code_insee"": ""2376"", ""city"": ""HAUTEVILLE"", ""state"": ""AISNE""}"
hauteville.mairie@wanadoo.fr,HAUTEVILLE,"{""nom_commune"": ""HAUTEVILLE"", ""departement_numero"": ""8"", ""zipcode"": ""08300"", ""population_commune"": ""165"", ""code_insee"": ""2376"", ""city"": ""HAUTEVILLE"", ""state"": ""AISNE""}"
mairie.hauteville51@orange.fr,HAUTEVILLE,"{""nom_commune"": ""HAUTEVILLE"", ""departement_numero"": ""51"", ""zipcode"": ""51290"", ""population_commune"": ""165"", ""code_insee"": ""2376"", ""city"": ""HAUTEVILLE"", ""state"": ""AISNE""}"
commune.hauteville@wanadoo.fr,HAUTEVILLE,"{""nom_commune"": ""HAUTEVILLE"", ""departement_numero"": ""62"", ""zipcode"": ""62810"", ""population_commune"": ""165"", ""code_insee"": ""2376"", ""city"": ""HAUTEVILLE"", ""state"": ""AISNE""}"
mairie.hauteville@gmail.com,HAUTEVILLE,"{""nom_commune"": ""HAUTEVILLE"", ""departement_numero"": ""73"", ""zipcode"": ""73390"", ""population_commune"": ""165"", ""code_insee"": ""2376"", ""city"": ""HAUTEVILLE"", ""state"": ""AISNE""}"
mairie.haution@orange.fr,HAUTION,"{""nom_commune"": ""HAUTION"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""150"", ""code_insee"": ""2377"", ""city"": ""HAUTION"", ""state"": ""AISNE""}"
mairie.la-herie@orange.fr,LA HÉRIE,"{""nom_commune"": ""LA HÉRIE"", ""departement_numero"": ""2"", ""zipcode"": ""02500"", ""population_commune"": ""151"", ""code_insee"": ""2378"", ""city"": ""LA HÉRIE"", ""state"": ""AISNE""}"
mairie.leherielavieville@wanadoo.fr,LE HÉRIE-LA-VIÉVILLE,"{""nom_commune"": ""LE HÉRIE-LA-VIÉVILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02120"", ""population_commune"": ""241"", ""code_insee"": ""2379"", ""city"": ""LE HÉRIE-LA-VIÉVILLE"", ""state"": ""AISNE""}"
mairie.hinacourt@orange.fr,HINACOURT,"{""nom_commune"": ""HINACOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02440"", ""population_commune"": ""33"", ""code_insee"": ""2380"", ""city"": ""HINACOURT"", ""state"": ""AISNE""}"
mairie@hirson.net,HIRSON,"{""nom_commune"": ""HIRSON"", ""departement_numero"": ""2"", ""zipcode"": ""02500"", ""population_commune"": ""9365"", ""code_insee"": ""2381"", ""city"": ""HIRSON"", ""state"": ""AISNE""}"
mairie-holnon2@wanadoo.fr,HOLNON,"{""nom_commune"": ""HOLNON"", ""departement_numero"": ""2"", ""zipcode"": ""02760"", ""population_commune"": ""1424"", ""code_insee"": ""2382"", ""city"": ""HOLNON"", ""state"": ""AISNE""}"
accueil@mairie-homblieres.fr,HOMBLIÈRES,"{""nom_commune"": ""HOMBLIÈRES"", ""departement_numero"": ""2"", ""zipcode"": ""02720"", ""population_commune"": ""1499"", ""code_insee"": ""2383"", ""city"": ""HOMBLIÈRES"", ""state"": ""AISNE""}"
communedehoury@orange.fr,HOURY,"{""nom_commune"": ""HOURY"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""59"", ""code_insee"": ""2384"", ""city"": ""HOURY"", ""state"": ""AISNE""}"
mairiedehousset@orange.fr,HOUSSET,"{""nom_commune"": ""HOUSSET"", ""departement_numero"": ""2"", ""zipcode"": ""02250"", ""population_commune"": ""171"", ""code_insee"": ""2385"", ""city"": ""HOUSSET"", ""state"": ""AISNE""}"
mairie.iron02@orange.fr,IRON,"{""nom_commune"": ""IRON"", ""departement_numero"": ""2"", ""zipcode"": ""02510"", ""population_commune"": ""221"", ""code_insee"": ""2386"", ""city"": ""IRON"", ""state"": ""AISNE""}"
mairie.itancourt@orange.fr,ITANCOURT,"{""nom_commune"": ""ITANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02240"", ""population_commune"": ""1102"", ""code_insee"": ""2387"", ""city"": ""ITANCOURT"", ""state"": ""AISNE""}"
iviers.codos@wanadoo.fr,IVIERS,"{""nom_commune"": ""IVIERS"", ""departement_numero"": ""2"", ""zipcode"": ""02360"", ""population_commune"": ""214"", ""code_insee"": ""2388"", ""city"": ""IVIERS"", ""state"": ""AISNE""}"
mairie.jaulgonne@wanadoo.fr,JAULGONNE,"{""nom_commune"": ""JAULGONNE"", ""departement_numero"": ""2"", ""zipcode"": ""02850"", ""population_commune"": ""663"", ""code_insee"": ""2389"", ""city"": ""JAULGONNE"", ""state"": ""AISNE""}"
mairie.jeancourt@nordnet.fr,JEANCOURT,"{""nom_commune"": ""JEANCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02490"", ""population_commune"": ""250"", ""code_insee"": ""2390"", ""city"": ""JEANCOURT"", ""state"": ""AISNE""}"
commune-de-jeantes@orange.fr,JEANTES,"{""nom_commune"": ""JEANTES"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""221"", ""code_insee"": ""2391"", ""city"": ""JEANTES"", ""state"": ""AISNE""}"
mairie.joncourt@wanadoo.fr,JONCOURT,"{""nom_commune"": ""JONCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02420"", ""population_commune"": ""321"", ""code_insee"": ""2392"", ""city"": ""JONCOURT"", ""state"": ""AISNE""}"
commune.jouaignes@orange.fr,JOUAIGNES,"{""nom_commune"": ""JOUAIGNES"", ""departement_numero"": ""2"", ""zipcode"": ""02220"", ""population_commune"": ""163"", ""code_insee"": ""2393"", ""city"": ""JOUAIGNES"", ""state"": ""AISNE""}"
mairie.jumencourt@wanadoo.fr,JUMENCOURT,"{""nom_commune"": ""JUMENCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02380"", ""population_commune"": ""154"", ""code_insee"": ""2395"", ""city"": ""JUMENCOURT"", ""state"": ""AISNE""}"
mairie.jumigny@orange.fr,JUMIGNY,"{""nom_commune"": ""JUMIGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02160"", ""population_commune"": ""67"", ""code_insee"": ""2396"", ""city"": ""JUMIGNY"", ""state"": ""AISNE""}"
accueil@mairie.jussy02.fr,JUSSY,"{""nom_commune"": ""JUSSY"", ""departement_numero"": ""2"", ""zipcode"": ""02480"", ""population_commune"": ""1236"", ""code_insee"": ""2397"", ""city"": ""JUSSY"", ""state"": ""AISNE""}"
mairie@jussy57130.fr,JUSSY,"{""nom_commune"": ""JUSSY"", ""departement_numero"": ""57"", ""zipcode"": ""57130"", ""population_commune"": ""1236"", ""code_insee"": ""2397"", ""city"": ""JUSSY"", ""state"": ""AISNE""}"
mairie.jussy@wanadoo.fr,JUSSY,"{""nom_commune"": ""JUSSY"", ""departement_numero"": ""89"", ""zipcode"": ""89290"", ""population_commune"": ""1236"", ""code_insee"": ""2397"", ""city"": ""JUSSY"", ""state"": ""AISNE""}"
mairiejuvigny02@orange.fr,JUVIGNY,"{""nom_commune"": ""JUVIGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02880"", ""population_commune"": ""292"", ""code_insee"": ""2398"", ""city"": ""JUVIGNY"", ""state"": ""AISNE""}"
mairie@juvigny51.fr,JUVIGNY,"{""nom_commune"": ""JUVIGNY"", ""departement_numero"": ""51"", ""zipcode"": ""51150"", ""population_commune"": ""292"", ""code_insee"": ""2398"", ""city"": ""JUVIGNY"", ""state"": ""AISNE""}"
mairie@juvigny74.fr,JUVIGNY,"{""nom_commune"": ""JUVIGNY"", ""departement_numero"": ""74"", ""zipcode"": ""74100"", ""population_commune"": ""292"", ""code_insee"": ""2398"", ""city"": ""JUVIGNY"", ""state"": ""AISNE""}"
mairiejuvincourt@orange.fr,JUVINCOURT-ET-DAMARY,"{""nom_commune"": ""JUVINCOURT-ET-DAMARY"", ""departement_numero"": ""2"", ""zipcode"": ""02190"", ""population_commune"": ""519"", ""code_insee"": ""2399"", ""city"": ""JUVINCOURT-ET-DAMARY"", ""state"": ""AISNE""}"
mairie.laffaux@wanadoo.fr,LAFFAUX,"{""nom_commune"": ""LAFFAUX"", ""departement_numero"": ""2"", ""zipcode"": ""02880"", ""population_commune"": ""147"", ""code_insee"": ""2400"", ""city"": ""LAFFAUX"", ""state"": ""AISNE""}"
mairie.laigny@wanadoo.fr,LAIGNY,"{""nom_commune"": ""LAIGNY"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""224"", ""code_insee"": ""2401"", ""city"": ""LAIGNY"", ""state"": ""AISNE""}"
mairie.lanchy02@orange.fr,LANCHY,"{""nom_commune"": ""LANCHY"", ""departement_numero"": ""2"", ""zipcode"": ""02590"", ""population_commune"": ""51"", ""code_insee"": ""2402"", ""city"": ""LANCHY"", ""state"": ""AISNE""}"
landifay@orange.fr,LANDIFAY-ET-BERTAIGNEMONT,"{""nom_commune"": ""LANDIFAY-ET-BERTAIGNEMONT"", ""departement_numero"": ""2"", ""zipcode"": ""02120"", ""population_commune"": ""289"", ""code_insee"": ""2403"", ""city"": ""LANDIFAY-ET-BERTAIGNEMONT"", ""state"": ""AISNE""}"
commune.landouzy-la-cour@orange.fr,LANDOUZY-LA-COUR,"{""nom_commune"": ""LANDOUZY-LA-COUR"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""179"", ""code_insee"": ""2404"", ""city"": ""LANDOUZY-LA-COUR"", ""state"": ""AISNE""}"
landouzylaville-mairie@wanadoo.fr,LANDOUZY-LA-VILLE,"{""nom_commune"": ""LANDOUZY-LA-VILLE"", ""departement_numero"": ""2"", ""zipcode"": ""02140"", ""population_commune"": ""546"", ""code_insee"": ""2405"", ""city"": ""LANDOUZY-LA-VILLE"", ""state"": ""AISNE""}"
mairie.landricourt02@orange.fr,LANDRICOURT,"{""nom_commune"": ""LANDRICOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02380"", ""population_commune"": ""129"", ""code_insee"": ""2406"", ""city"": ""LANDRICOURT"", ""state"": ""AISNE""}"
maire.landricourt@orange.fr,LANDRICOURT,"{""nom_commune"": ""LANDRICOURT"", ""departement_numero"": ""51"", ""zipcode"": ""51290"", ""population_commune"": ""129"", ""code_insee"": ""2406"", ""city"": ""LANDRICOURT"", ""state"": ""AISNE""}"
mairie.laniscourt@wanadoo.fr,LANISCOURT,"{""nom_commune"": ""LANISCOURT"", ""departement_numero"": ""2"", ""zipcode"": ""02000"", ""population_commune"": ""171"", ""code_insee"": ""2407"", ""city"": ""LANISCOURT"", ""state"": ""AISNE""}"
contact@ville-laon.fr,LAON,"{""nom_commune"": ""LAON"", ""departement_numero"": ""2"", ""zipcode"": ""02000"", ""population_commune"": ""25745"", ""code_insee"": ""2408"", ""city"": ""LAON"", ""state"": ""AISNE""}"
mairie@lappion.fr,LAPPION,"{""nom_commune"": ""LAPPION"", ""departement_numero"": ""2"", ""zipcode"": ""02150"", ""population_commune"": ""298"", ""code_insee"": ""2409"", ""city"": ""LAPPION"", ""state"": ""AISNE""}"
